0 0
0.12818 0.01
0.26024 0.02
0.38652 0.03
0.51178 0.04
0.5844 0.05
0.71724 0.06
0.8752 0.07
1.00636 0.08
1.1277 0.09
1.26274 0.1
1.50118 0.11
1.66876 0.12
1.79626 0.13
2.1228 0.14
2.15322 0.15
2.47566 0.16
2.68492 0.17
3.0312 0.18
3.18328 0.19
3.47718 0.2
3.6545 0.21
4.04384 0.22
4.401 0.23
5.16964 0.24
5.9435 0.25
6.30788 0.26
6.48632 0.27
6.93522 0.28
7.95932 0.29
8.61266 0.3
10.2711 0.31
11.7805 0.32
13.1213 0.33
16.388 0.34
20.5408 0.35
23.5789 0.36
27.3523 0.37
56.6084 0.38
184.92 0.39
406.073 0.4
787.715 0.41
1028.91 0.42
1208.32 0.43
1343.24 0.44
1378.17 0.45
1903.29 0.46
2156.42 0.47
2227.23 0.48
2708.19 0.49
2811.3 0.5
2943.8 0.51
3351.19 0.52
3478.24 0.53
3656.68 0.54
4068.08 0.55
4330.95 0.56
4560.66 0.57
4718.36 0.58
5122.7 0.59
5660.97 0.6
5453.75 0.61
5893.57 0.62
5984.81 0.63
6306.97 0.64
6551.73 0.65
6857.14 0.66
7298.25 0.67
7413.25 0.68
7540.71 0.69
7959.9 0.7
7946.18 0.71
8258.89 0.72
8746.38 0.73
9016.53 0.74
9026.53 0.75
9436.25 0.76
9612.29 0.77
9949.65 0.78
10048.2 0.79
10574.2 0.8
10673.5 0.81
11006.8 0.82
11174.4 0.83
11352.3 0.84
11435.7 0.85
12040.4 0.86
12070.6 0.87
12445.4 0.88
12515.4 0.89
12821.1 0.9
13308.1 0.91
13224.4 0.92
13803.2 0.93
13885.5 0.94
13932.6 0.95
14385.2 0.96
14657.1 0.97
15066 0.98
15355.4 0.99
