1.5 0
12.3494 0.01
12.4954 0.02
12.6507 0.03
12.5294 0.04
11.8668 0.05
12.358 0.06
12.7949 0.07
12.8108 0.08
12.7771 0.09
13.1896 0.1
14.0149 0.11
14.2432 0.12
14.1767 0.13
15.621 0.14
15.0695 0.15
15.7128 0.16
16.1631 0.17
17.2771 0.18
17.4118 0.19
17.4288 0.2
17.9346 0.21
19.033 0.22
19.725 0.23
21.7883 0.24
23.8743 0.25
24.2972 0.26
24.5306 0.27
25.5802 0.28
27.8922 0.29
29.4007 0.3
33.6643 0.31
37.5168 0.32
40.0465 0.33
48.3966 0.34
58.7802 0.35
66.0213 0.36
75.7016 0.37
148.734 0.38
467.626 0.39
1008.26 0.4
1876.95 0.41
2444.04 0.42
2762.9 0.43
3022.87 0.44
3044.68 0.45
4069.76 0.46
4525.14 0.47
4653.73 0.48
5432.86 0.49
5672.26 0.5
5757.75 0.51
6292.61 0.52
6626.04 0.53
6611 0.54
7343.55 0.55
7649.25 0.56
7981.73 0.57
8220.95 0.58
8565.05 0.59
9397.97 0.6
8972.32 0.61
9456.76 0.62
9547.08 0.63
9968.46 0.64
10211.5 0.65
10397.3 0.66
10715.5 0.67
10854.7 0.68
10948.3 0.69
11318.5 0.7
11250.8 0.71
11486.6 0.72
12023.5 0.73
12232.6 0.74
12023.9 0.75
12306.9 0.76
12412.6 0.77
12683.8 0.78
12736.3 0.79
13225 0.8
12962 0.81
13242.4 0.82
13375.4 0.83
13534.1 0.84
13357.1 0.85
13972.3 0.86
13896.3 0.87
14155.2 0.88
14022.3 0.89
14225.8 0.9
14512.7 0.91
14275.5 0.92
14803.3 0.93
14649.7 0.94
14622 0.95
14929.2 0.96
15022.2 0.97
15462.7 0.98
15413.2 0.99
