0 0
0.0127 0.01
0.03076 0.02
0.0467 0.03
0.05952 0.04
0.08632 0.05
0.10812 0.06
0.15318 0.07
0.17358 0.08
0.191 0.09
0.25702 0.1
0.258 0.11
0.3423 0.12
0.3756 0.13
0.42656 0.14
0.48528 0.15
0.58554 0.16
0.65942 0.17
0.7472 0.18
0.83032 0.19
0.93572 0.2
1.0528 0.21
1.19536 0.22
1.41136 0.23
1.66222 0.24
1.67596 0.25
2.00488 0.26
2.23852 0.27
2.5519 0.28
2.8781 0.29
3.1033 0.3
3.923 0.31
3.864 0.32
4.98674 0.33
5.58706 0.34
8.34604 0.35
8.87474 0.36
9.71752 0.37
19.4488 0.38
25.8281 0.39
25.2051 0.4
416.792 0.41
767.099 0.42
1242.3 0.43
1231.1 0.44
1428.49 0.45
1841.62 0.46
2089.97 0.47
2369.96 0.48
2564.08 0.49
3021.64 0.5
3026.16 0.51
3322.62 0.52
3484.38 0.53
3763.27 0.54
4053.84 0.55
4374.73 0.56
4518.49 0.57
4982.78 0.58
5158.4 0.59
5427.9 0.6
5311.64 0.61
5502.65 0.62
6043.87 0.63
6479.84 0.64
6489.42 0.65
6727.59 0.66
6986.95 0.67
7481.36 0.68
7710.6 0.69
7760.98 0.7
8072.58 0.71
8465.29 0.72
8354.55 0.73
9129.43 0.74
9292.36 0.75
9074.05 0.76
9577.4 0.77
10057.5 0.78
9911.6 0.79
10343.3 0.8
10408.6 0.81
10792 0.82
10931.2 0.83
11590.6 0.84
11804 0.85
12119.2 0.86
12285.2 0.87
12372.5 0.88
12591.4 0.89
12897.5 0.9
12985.3 0.91
13309.5 0.92
13658.6 0.93
13881.1 0.94
14137.3 0.95
14372.7 0.96
14600.3 0.97
14948.3 0.98
14800 0.99
