0 0
0.01082 0.01
0.02172 0.02
0.03178 0.03
0.04258 0.04
0.05136 0.05
0.06044 0.06
0.0711 0.07
0.08172 0.08
0.0918 0.09
0.09948 0.1
0.11108 0.11
0.12138 0.12
0.13142 0.13
0.14036 0.14
0.1476 0.15
0.16276 0.16
0.1713 0.17
0.18066 0.18
0.18814 0.19
0.20534 0.2
0.2094 0.21
0.2181 0.22
0.22886 0.23
0.24276 0.24
0.25424 0.25
0.26498 0.26
0.26992 0.27
0.27652 0.28
0.29042 0.29
0.29778 0.3
0.3093 0.31
0.31824 0.32
0.33178 0.33
0.34178 0.34
0.35244 0.35
0.35972 0.36
0.36356 0.37
0.38132 0.38
0.38542 0.39
0.38532 0.4
0.38562 0.41
0.3857 0.42
0.38738 0.43
0.38762 0.44
0.38904 0.45
0.38688 0.46
0.38526 0.47
0.39112 0.48
0.38584 0.49
0.38486 0.5
0.39 0.51
0.3872 0.52
0.38808 0.53
0.39082 0.54
0.38522 0.55
0.38738 0.56
0.38728 0.57
0.38502 0.58
0.38586 0.59
0.38336 0.6
0.38654 0.61
0.39068 0.62
0.3898 0.63
0.38774 0.64
0.38546 0.65
0.38648 0.66
0.3876 0.67
0.3903 0.68
0.38892 0.69
0.38538 0.7
0.3915 0.71
0.3868 0.72
0.38702 0.73
0.38336 0.74
0.38462 0.75
0.38296 0.76
0.39006 0.77
0.38832 0.78
0.38558 0.79
0.38246 0.8
0.3897 0.81
0.38772 0.82
0.39018 0.83
0.3876 0.84
0.38766 0.85
0.3848 0.86
0.38318 0.87
0.38616 0.88
0.38638 0.89
0.3891 0.9
0.3874 0.91
0.38748 0.92
0.3837 0.93
0.38854 0.94
0.38658 0.95
0.38918 0.96
0.38692 0.97
0.3837 0.98
0.38732 0.99
